api,sample,repeat,arm,success,seconds,setup_passed,reported_ok,oracle_reached_target,graph_unchanged,false_success,error
37,jetchat,4,candidate,True,3.0040192080195993,True,True,True,True,False,
37,jetchat,4,raw,True,9.842311001149938,True,True,True,True,False,
37,jetchat,5,candidate,False,0,False,False,,True,False,"Command failed: ['android', 'run', '--device=emulator-5554', '--apks=/private/tmp/minimap-performance-20260922/apks/jetchat-baseline.apk']; see output 542"
37,jetchat,5,raw,True,9.861795332049951,True,True,True,True,False,
37,jetchat,5,baseline,True,11.443034042022191,True,True,True,True,False,
37,jetchat,6,raw,True,10.012140084058046,True,True,True,True,False,
37,jetchat,6,baseline,True,11.54213237494696,True,True,True,True,False,
37,jetchat,6,candidate,True,3.1221307499799877,True,True,True,True,False,
37,jetchat,7,baseline,True,11.721889915992506,True,True,True,True,False,
37,jetchat,7,candidate,True,4.035987958079204,True,True,True,True,False,
37,jetchat,7,raw,True,10.130059374845587,True,True,True,True,False,
37,jetchat,8,candidate,True,2.918837249977514,True,True,True,True,False,
37,jetchat,8,raw,True,9.965767872985452,True,True,True,True,False,
37,jetchat,8,baseline,True,11.441641208017245,True,True,True,True,False,
37,jetchat,9,raw,True,9.902572540915571,True,True,True,True,False,
37,jetchat,9,baseline,True,11.500860291998833,True,True,True,True,False,
37,jetchat,9,candidate,False,0,False,False,,True,False,"Command failed: ['android', 'layout', '--device=emulator-5554']; see output 644"
37,jetchat,10,baseline,True,11.427926749922335,True,True,True,True,False,
37,jetchat,10,candidate,True,3.267933333059773,True,True,True,True,False,
37,jetchat,10,raw,True,9.911912748939358,True,True,True,True,False,
